SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:PANACHE-EQ,Panache Digilife Limited,BE,06-JAN-2020,10,1,INE895W01019,10
NSE:PANAMAPET-EQ,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2
NSE:PANSARI-EQ,Pansari Developers Limited,BE,18-OCT-2021,10,1,INE697V01011,10
NSE:PAR-EQ,Par Drugs And Chemicals Limited,BE,16-SEP-2021,10,1,INE04LG01015,10
NSE:PARACABLES-EQ,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2
NSE:PARADEEP-EQ,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10
NSE:PARAGMILK-EQ,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10
NSE:PARAS-EQ,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,5,1,INE045601023,5
NSE:PARASPETRO-EQ,Paras Petrofils Limited,EQ,14-FEB-1996,1,1,INE162C01024,1
NSE:PARKHOTELS-EQ,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1,1,INE988S01028,1
NSE:PARSVNATH-EQ,Parsvnath Developers Limited,BE,30-NOV-2006,5,1,INE561H01026,5
NSE:PASHUPATI-EQ,Pashupati Cotspin Limited,EQ,17-JUL-2025,10,1,INE124Y01010,10
NSE:PASUPTAC-EQ,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10
NSE:PATANJALI-EQ,Patanjali Foods Limited,EQ,24-JAN-2020,2,1,INE619A01035,2
NSE:PATELENG-EQ,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1
NSE:PATINTLOG-EQ,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10
NSE:PAVNAIND-EQ,Pavna Industries Limited,EQ,01-JUN-2023,10,1,INE07S101020,10
NSE:PAYTM-EQ,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1
NSE:PCBL-EQ,PCBL Chemical Limited,EQ,29-MAR-1995,1,1,INE602A01031,1
NSE:PCJEWELLER-EQ,PC Jeweller Limited,EQ,27-DEC-2012,1,1,INE785M01021,1
NSE:PDMJEPAPER-EQ,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1
NSE:PDSL-EQ,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2
NSE:PEARLPOLY-EQ,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10
NSE:PEL-EQ,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,INE140A01024,2
NSE:PENIND-EQ,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5
NSE:PENINLAND-EQ,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2
NSE:PERSISTENT-EQ,Persistent Systems Limited,EQ,06-APR-2010,5,1,INE262H01021,5
NSE:PETRONET-EQ,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10
NSE:PFC-EQ,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10
NSE:PFIZER-EQ,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10
NSE:PFOCUS-EQ,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1
NSE:PFS-EQ,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10
NSE:PGEL-EQ,PG Electroplast Limited,EQ,26-SEP-2011,1,1,INE457L01029,1
NSE:PGHH-EQ,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10
NSE:PGHL-EQ,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10
NSE:PGIL-EQ,Pearl Global Industries Limited,EQ,15-FEB-2007,5,1,INE940H01022,5
NSE:PHOENIXLTD-EQ,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
NSE:PICCADIL-EQ,Piccadily Agro Industries Limited,EQ,02-JUL-2025,10,1,INE546C01010,10
NSE:PIDILITIND-EQ,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
NSE:PIGL-EQ,Power & Instrumentation (Gujarat) Limited,BE,17-MAY-2023,10,1,INE557Z01018,10
NSE:PIIND-EQ,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
NSE:PILANIINVS-EQ,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10
NSE:PILITA-EQ,PIL ITALICA LIFESTYLE LIMITED,BE,07-OCT-2013,1,1,INE600A01035,1
NSE:PIONEEREMB-EQ,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
NSE:PITTIENG-EQ,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
NSE:PIXTRANS-EQ,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10
NSE:PKTEA-EQ,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10
NSE:PLASTIBLEN-EQ,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5
NSE:PLATIND-EQ,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10
NSE:PLAZACABLE-EQ,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10
NSE:PNB-EQ,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
NSE:PNBGILTS-EQ,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
NSE:PNBHOUSING-EQ,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
NSE:PNC-EQ,Pritish Nandy Communications Limited,BE,11-DEC-2000,10,1,INE392B01011,10
NSE:PNCINFRA-EQ,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
NSE:PNGJL-EQ,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,10,1,INE953R01016,10
NSE:POCL-EQ,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5,1,INE063E01053,5
NSE:PODDARMENT-EQ,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10
NSE:POKARNA-EQ,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2
NSE:POLICYBZR-EQ,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2
NSE:POLYCAB-EQ,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10
NSE:POLYMED-EQ,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
NSE:POLYPLEX-EQ,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
NSE:PONNIERODE-EQ,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
NSE:POONAWALLA-EQ,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
NSE:POWERGRID-EQ,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
NSE:POWERINDIA-EQ,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2
NSE:POWERMECH-EQ,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
NSE:PPAP-EQ,PPAP Automotive Limited,BE,11-JAN-2008,10,1,INE095I01015,10
NSE:PPL-EQ,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10
NSE:PPLPHARMA-EQ,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10
NSE:PRABHA-EQ,Prabha Energy Limited,EQ,19-MAR-2025,1,1,INE0I0M01023,1
NSE:PRAENG-EQ,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
NSE:PRAJIND-EQ,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
NSE:PRAKASH-EQ,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
NSE:PRAKASHSTL-EQ,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
NSE:PRAXIS-EQ,Praxis Home Retail Limited,BE,31-JAN-2018,5,1,INE546Y01022,5
NSE:PRECAM-EQ,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
NSE:PRECOT-EQ,Precot Limited,BE,19-AUG-2005,10,1,INE283A01014,10
NSE:PRECWIRE-EQ,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
NSE:PREMEXPLN-EQ,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2
NSE:PREMIER-EQ,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
NSE:PREMIERENE-EQ,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1
NSE:PREMIERPOL-EQ,Premier Polyfilm Limited,EQ,13-DEC-1995,1,1,INE309M01020,1
NSE:PRESTIGE-EQ,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
NSE:PRICOLLTD-EQ,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
NSE:PRIMESECU-EQ,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
NSE:PRIMO-EQ,Primo Chemicals Limited,EQ,22-APR-2025,2,1,INE607A01022,2
NSE:PRINCEPIPE-EQ,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
NSE:PRITI-EQ,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
NSE:PRITIKAUTO-EQ,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
NSE:PRIVISCL-EQ,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
NSE:PROSTARM-EQ,Prostarm Info Systems Limited,EQ,03-JUN-2025,10,1,INE0BX301013,10
NSE:PROTEAN-EQ,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10
NSE:PROZONER-EQ,Prozone Realty Limited,EQ,12-SEP-2012,2,1,INE195N01013,2
NSE:PRSMJOHNSN-EQ,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
NSE:PRUDENT-EQ,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
NSE:PRUDMOULI-EQ,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,10,100,INE024D01016,10
NSE:PSB-EQ,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
NSE:PSPPROJECT-EQ,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
NSE:PTC-EQ,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
NSE:PTCIL-EQ,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10
NSE:PTL-EQ,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
NSE:PUNJABCHEM-EQ,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
NSE:PURVA-EQ,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
NSE:PVP-EQ,PVP Ventures Limited,EQ,03-APR-1996,10,1,INE362A01016,10
NSE:PVRINOX-EQ,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
NSE:PVSL-EQ,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2
NSE:PYRAMID-EQ,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10
NSE:QPOWER-EQ,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10,1,INE0SII01026,10
NSE:QUADFUTURE-EQ,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10
NSE:QUESS-EQ,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
NSE:QUICKHEAL-EQ,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
NSE:RACE-EQ,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10
NSE:RACLGEAR-EQ,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10
NSE:RADAAN-EQ,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2
NSE:RADHIKAJWE-EQ,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2
NSE:RADIANTCMS-EQ,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1
NSE:RADICO-EQ,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
NSE:RADIOCITY-EQ,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
NSE:RAILTEL-EQ,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
NSE:RAIN-EQ,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
NSE:RAINBOW-EQ,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
NSE:RAJESHEXPO-EQ,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
NSE:RAJMET-EQ,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1
NSE:RAJOOENG-EQ,Rajoo Engineers Limited,EQ,29-MAY-2025,1,1,INE535F01024,1
NSE:RAJRATAN-EQ,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
NSE:RAJRILTD-EQ,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
NSE:RAJSREESUG-EQ,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
NSE:RAJTV-EQ,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5
NSE:RALLIS-EQ,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
NSE:RAMANEWS-EQ,Shree Rama Newsprint Limited,BE,20-SEP-2006,10,1,INE278B01020,10
NSE:RAMAPHO-EQ,Rama Phosphates Limited,BE,05-AUG-2022,5,1,INE809A01032,5
NSE:RAMASTEEL-EQ,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
NSE:RAMCOCEM-EQ,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
NSE:RAMCOIND-EQ,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
NSE:RAMCOSYS-EQ,Ramco Systems Limited,BE,12-APR-2000,10,1,INE246B01019,10
NSE:RAMKY-EQ,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
NSE:RAMRAT-EQ,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
NSE:RANASUG-EQ,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
NSE:RANEHOLDIN-EQ,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
NSE:RATEGAIN-EQ,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
NSE:RATNAMANI-EQ,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
NSE:RATNAVEER-EQ,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10
NSE:RAYMOND-EQ,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
NSE:RAYMONDLSL-EQ,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2
NSE:RAYMONDREL-EQ,Raymond Realty Limited,EQ,01-JUL-2025,10,1,INE1SY401010,10
NSE:RBA-EQ,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
NSE:RBLBANK-EQ,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
NSE:RBZJEWEL-EQ,RBZ Jewellers Limited,EQ,27-DEC-2023,10,1,INE0PEQ01016,10
NSE:RCF-EQ,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
NSE:RCOM-EQ,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5
NSE:RECLTD-EQ,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
NSE:REDINGTON-EQ,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
NSE:REDTAPE-EQ,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2
NSE:REFEX-EQ,Refex Industries Limited,EQ,03-DEC-2009,2,1,INE056I01025,2
NSE:REGAAL-EQ,Regaal Resources Limited,EQ,20-AUG-2025,5,1,INE0MHO01029,5
NSE:REGENCERAM-EQ,Regency Ceramics Limited,EQ,05-JUN-1996,10,1,INE277C01012,10
NSE:RELAXO-EQ,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
NSE:RELCHEMQ-EQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
NSE:RELIABLE-EQ,Reliable Data Services Limited,EQ,10-JUL-2024,10,1,INE375Y01018,10
NSE:RELIANCE-EQ,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
NSE:RELIGARE-EQ,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
NSE:RELINFRA-EQ,Reliance Infrastructure Limited,BE,08-FEB-1995,10,1,INE036A01016,10
NSE:RELTD-EQ,Ravindra Energy Limited,BE,30-JUL-2024,10,1,INE206N01018,10
NSE:REMSONSIND-EQ,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2
NSE:RENUKA-EQ,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
NSE:REPCOHOME-EQ,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
NSE:REPL-EQ,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10
NSE:REPRO-EQ,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
NSE:RESPONIND-EQ,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
NSE:RETAIL-EQ,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10,1,INE03DD01011,10
NSE:RGL-EQ,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
NSE:RHFL-EQ,Reliance Home Finance Limited,BE,22-SEP-2017,10,1,INE217K01011,10
NSE:RHIM-EQ,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
NSE:RHL-EQ,Robust Hotels Limited,EQ,25-APR-2023,10,1,INE508K01013,10
NSE:RICOAUTO-EQ,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
NSE:RIIL-EQ,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
NSE:RISHABH-EQ,Rishabh Instruments Limited,EQ,11-SEP-2023,10,1,INE0N2P01017,10
NSE:RITCO-EQ,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
NSE:RITES-EQ,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
NSE:RKDL-EQ,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
NSE:RKEC-EQ,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
NSE:RKFORGE-EQ,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
NSE:RKSWAMY-EQ,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5
NSE:RMDRIP-EQ,R M Drip and Sprinklers Systems Limited,EQ,30-JUL-2025,10,1,INE219Y01018,10
NSE:RML-EQ,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
NSE:ROHLTD-EQ,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
NSE:ROLEXRINGS-EQ,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
NSE:ROLLT-EQ,Rollatainers Limited,BE,22-NOV-2016,1,1,INE927A01040,1
NSE:ROLTA-EQ,Rolta India Limited,BZ,01-MAR-1995,10,1,INE293A01013,10
NSE:ROML-EQ,Raj Oil Mills Limited,BE,06-OCT-2020,10,1,INE294G01026,10
NSE:ROSSARI-EQ,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
NSE:ROSSELLIND-EQ,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
NSE:ROSSTECH-EQ,Rossell Techsys Limited,EQ,09-DEC-2024,2,1,INE0OJW01016,2
NSE:ROTO-EQ,Roto Pumps Limited,EQ,21-APR-2022,1,1,INE535D01037,1
NSE:ROUTE-EQ,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
NSE:RPEL-EQ,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10,1,INE912T01018,10
NSE:RPGLIFE-EQ,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
NSE:RPOWER-EQ,Reliance Power Limited,BE,11-FEB-2008,10,1,INE614G01033,10
NSE:RPPINFRA-EQ,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10
NSE:RPPL-EQ,Rajshree Polypack Limited,EQ,26-NOV-2021,5,1,INE760W01023,5
NSE:RPSGVENT-EQ,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
NSE:RPTECH-EQ,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5
NSE:RRKABEL-EQ,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5
NSE:RSSOFTWARE-EQ,R. S. Software (India) Limited,BE,19-MAY-1999,5,1,INE165B01029,5
NSE:RSWM-EQ,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
NSE:RSYSTEMS-EQ,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
NSE:RTNINDIA-EQ,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
NSE:RTNPOWER-EQ,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
NSE:RUBFILA-EQ,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5
NSE:RUBYMILLS-EQ,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
NSE:RUCHINFRA-EQ,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1
NSE:RUCHIRA-EQ,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
NSE:RUPA-EQ,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
NSE:RUSHIL-EQ,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1
NSE:RUSTOMJEE-EQ,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10
NSE:RVHL-EQ,Ravinder Heights Limited,EQ,18-DEC-2020,1,1,INE09E501017,1
NSE:RVNL-EQ,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
NSE:RVTH-EQ,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10
NSE:S&SPOWER-EQ,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10
NSE:SABEVENTS-EQ,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10
NSE:SABTNL-EQ,Sri Adhikari Brothers Television Network Limited,BE,01-APR-2024,10,1,INE416A01044,10
NSE:SADBHAV-EQ,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
NSE:SADBHIN-EQ,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10
NSE:SADHNANIQ-EQ,Sadhana Nitrochem Limited,BE,05-MAY-2023,1,1,INE888C01040,1
NSE:SAFARI-EQ,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
NSE:SAGARDEEP-EQ,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10
NSE:SAGCEM-EQ,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
NSE:SAGILITY-EQ,Sagility India Limited,EQ,12-NOV-2024,10,1,INE0W2G01015,10
NSE:SAHYADRI-EQ,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10
NSE:SAIL-EQ,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
NSE:SAILIFE-EQ,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1
NSE:SAKAR-EQ,Sakar Healthcare Limited,BE,11-APR-2019,10,1,INE732S01012,10
NSE:SAKHTISUG-EQ,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
NSE:SAKSOFT-EQ,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
NSE:SAKUMA-EQ,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1
NSE:SALASAR-EQ,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
NSE:SALONA-EQ,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
NSE:SALSTEEL-EQ,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
NSE:SALZERELEC-EQ,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
NSE:SAMBHAAV-EQ,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1
NSE:SAMBHV-EQ,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10,1,INE12NJ01018,10
NSE:SAMHI-EQ,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1
NSE:SAMMAANCAP-EQ,Sammaan Capital Limited,EQ,23-JUL-2013,2,1,INE148I01020,2
NSE:SAMPANN-EQ,Sampann Utpadan India Limited,EQ,27-JUL-2012,10,1,INE735M01018,10
NSE:SANATHAN-EQ,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10
NSE:SANDESH-EQ,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
NSE:SANDHAR-EQ,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
NSE:SANDUMA-EQ,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10
NSE:SANGAMIND-EQ,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
NSE:SANGHIIND-EQ,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
NSE:SANGHVIMOV-EQ,Sanghvi Movers Limited,EQ,24-JAN-2007,1,1,INE989A01032,1
NSE:SANGINITA-EQ,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10
NSE:SANOFI-EQ,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
NSE:SANOFICONR-EQ,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10,1,INE0UOS01011,10
NSE:SANSERA-EQ,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
NSE:SANSTAR-EQ,Sanstar Limited,EQ,26-JUL-2024,2,1,INE08NE01025,2
NSE:SANWARIA-EQ,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,INE890C01046,1
