SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:DPABHUSHAN-EQ,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10
NSE:DPSCLTD-EQ,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1
NSE:DPWIRES-EQ,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10
NSE:DRCSYSTEMS-EQ,DRC Systems India Limited,BE,10-MAR-2021,1,1,INE03RS01027,1
NSE:DREAMFOLKS-EQ,Dreamfolks Services Limited,BE,06-SEP-2022,2,1,INE0JS101016,2
NSE:DREDGECORP-EQ,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,INE506A01018,10
NSE:DRREDDY-EQ,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1,1,INE089A01031,1
NSE:DSSL-EQ,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10
NSE:DTIL-EQ,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10
NSE:DUCON-EQ,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,INE741L01018,1
NSE:DVL-EQ,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10
NSE:DWARKESH-EQ,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1
NSE:DYCL-EQ,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10
NSE:DYNAMATECH-EQ,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10
NSE:DYNPRO-EQ,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10
NSE:E2E-EQ,E2E Networks Limited,EQ,12-APR-2022,10,1,INE255Z01019,10
NSE:EASEMYTRIP-EQ,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1
NSE:EASTSILK-EQ,Eastern Silk Industries Limited,BE,03-JUL-1996,2,1,INE962C01035,2
NSE:EBGNG-EQ,GNG Electronics Limited,EQ,30-JUL-2025,2,1,INE18JU01028,2
NSE:ECLERX-EQ,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10
NSE:ECOSMOBLTY-EQ,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2,1,INE06HJ01020,2
NSE:EDELWEISS-EQ,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1
NSE:EFCIL-EQ,EFC (I) Limited,EQ,20-AUG-2025,2,1,INE886D01026,2
NSE:EICHERMOT-EQ,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1
NSE:EIDPARRY-EQ,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1
NSE:EIEL-EQ,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10,1,INE0LLY01014,10
NSE:EIFFL-EQ,Euro India Fresh Foods Limited,BE,12-OCT-2021,10,1,INE546V01010,10
NSE:EIHAHOTELS-EQ,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10
NSE:EIHOTEL-EQ,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2
NSE:EIMCOELECO-EQ,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,INE158B01016,10
NSE:EKC-EQ,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2
NSE:ELDEHSG-EQ,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2
NSE:ELECON-EQ,Elecon Engineering Company Limited,EQ,29-SEP-2006,1,1,INE205B01031,1
NSE:ELECTCAST-EQ,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1
NSE:ELECTHERM-EQ,Electrotherm (India) Limited,EQ,20-AUG-2007,10,1,INE822G01016,10
NSE:ELGIEQUIP-EQ,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1
NSE:ELGIRUBCO-EQ,Elgi Rubber Company Limited,BE,10-AUG-2011,1,1,INE819L01012,1
NSE:ELIN-EQ,Elin Electronics Limited,BE,30-DEC-2022,5,1,INE050401020,5
NSE:ELLEN-EQ,Ellenbarrie Industrial Gases Limited,EQ,01-JUL-2025,2,1,INE236E01022,2
NSE:EMAMILTD-EQ,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1
NSE:EMAMIPAP-EQ,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2
NSE:EMAMIREAL-EQ,Emami Realty Limited,BE,28-JUL-2010,2,1,INE778K01012,2
NSE:EMBDL-EQ,Embassy Developments Limited,EQ,23-MAR-2007,2,1,INE069I01010,2
NSE:EMCURE-EQ,Emcure Pharmaceuticals Limited,EQ,10-JUL-2024,10,1,INE168P01015,10
NSE:EMIL-EQ,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10
NSE:EMKAY-EQ,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,INE296H01011,10
NSE:EMMBI-EQ,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10
NSE:EMSLIMITED-EQ,EMS Limited,EQ,21-SEP-2023,10,1,INE0OV601013,10
NSE:EMUDHRA-EQ,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5
NSE:ENDURANCE-EQ,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10
NSE:ENERGYDEV-EQ,Energy Development Company Limited,BE,02-NOV-2007,10,1,INE306C01019,10
NSE:ENGINERSIN-EQ,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5
NSE:ENIL-EQ,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10
NSE:ENRIN-EQ,Siemens Energy India Limited,EQ,19-JUN-2025,2,1,INE1NPP01017,2
NSE:ENTERO-EQ,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10,1,INE010601016,10
NSE:EPACK-EQ,EPACK Durable Limited,EQ,30-JAN-2024,10,1,INE0G5901015,10
NSE:EPIGRAL-EQ,Epigral Limited,EQ,18-AUG-2021,10,1,INE071N01016,10
NSE:EPL-EQ,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2
NSE:EQUIPPP-EQ,Equippp Social Impact Technologies Limited,BE,19-MAY-2021,1,1,INE217G01035,1
NSE:EQUITASBNK-EQ,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,INE063P01018,10
NSE:ERIS-EQ,Eris Lifesciences Limited,EQ,29-JUN-2017,1,1,INE406M01024,1
NSE:ESABINDIA-EQ,Esab India Limited,EQ,01-NOV-1995,10,1,INE284A01012,10
NSE:ESAFSFB-EQ,ESAF Small Finance Bank Limited,EQ,10-NOV-2023,10,1,INE818W01011,10
NSE:ESCORTS-EQ,Escorts Kubota Limited,EQ,01-MAR-1995,10,1,INE042A01014,10
NSE:ESSARSHPNG-EQ,Essar Shipping Limited,BE,15-NOV-2011,10,1,INE122M01019,10
NSE:ESSENTIA-EQ,Integra Essentia Limited,EQ,20-AUG-2013,1,1,INE418N01035,1
NSE:ESTER-EQ,Ester Industries Limited,EQ,20-JUN-2011,5,1,INE778B01029,5
NSE:ETERNAL-EQ,ETERNAL LIMITED,EQ,23-JUL-2021,1,1,INE758T01015,1
NSE:ETHOSLTD-EQ,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10
NSE:EUREKAFORB-EQ,Eureka Forbes Limited,EQ,11-SEP-2024,10,1,INE0KCE01017,10
NSE:EUROBOND-EQ,Euro Panel Products Limited,EQ,01-AUG-2025,10,1,INE505V01016,10
NSE:EUROTEXIND-EQ,Eurotex Industries and Exports Limited,EQ,31-JAN-1996,10,1,INE022C01012,10
NSE:EVEREADY-EQ,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5
NSE:EVERESTIND-EQ,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10
NSE:EXCEL-EQ,Excel Realty N Infra Limited,BE,03-AUG-2009,1,1,INE688J01023,1
NSE:EXCELINDUS-EQ,Excel Industries Limited,EQ,16-JUN-2004,5,1,INE369A01029,5
NSE:EXICOM-EQ,Exicom Tele-Systems Limited,EQ,05-MAR-2024,10,1,INE777F01014,10
NSE:EXIDEIND-EQ,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1
NSE:EXPLEOSOL-EQ,Expleo Solutions Limited,EQ,26-OCT-2009,10,1,INE201K01015,10
NSE:EXXARO-EQ,Exxaro Tiles Limited,BE,16-AUG-2021,1,1,INE0GFE01026,1
NSE:FACT-EQ,Fertilizers and Chemicals Travancore Limited,EQ,12-APR-1995,10,1,INE188A01015,10
NSE:FAIRCHEMOR-EQ,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,INE0DNW01011,10
NSE:FAZE3Q-EQ,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10
NSE:FCL-EQ,Fineotex Chemical Limited,EQ,15-JAN-2015,2,1,INE045J01026,2
NSE:FCSSOFT-EQ,FCS Software Solutions Limited,EQ,21-SEP-2005,1,1,INE512B01022,1
NSE:FDC-EQ,FDC Limited,EQ,07-AUG-1997,1,1,INE258B01022,1
NSE:FEDERALBNK-EQ,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,INE171A01029,2
NSE:FEDFINA-EQ,Fedbank Financial Services Limited,EQ,30-NOV-2023,10,1,INE007N01010,10
NSE:FEL-EQ,Future Enterprises Limited,BZ,05-NOV-2001,2,1,INE623B01027,2
NSE:FELDVR-EQ,Future Enterprises Limited,BZ,13-FEB-2009,2,1,IN9623B01058,2
NSE:FIBERWEB-EQ,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10
NSE:FIEMIND-EQ,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10
NSE:FILATEX-EQ,Filatex India Limited,EQ,29-AUG-2011,1,1,INE816B01035,1
NSE:FILATFASH-EQ,Filatex Fashions Limited,EQ,06-MAY-2024,1,1,INE185E01021,1
NSE:FINCABLES-EQ,Finolex Cables Limited,EQ,15-FEB-1995,2,1,INE235A01022,2
NSE:FINEORG-EQ,Fine Organic Industries Limited,EQ,02-JUL-2018,5,1,INE686Y01026,5
NSE:FINOPB-EQ,Fino Payments Bank Limited,EQ,12-NOV-2021,10,1,INE02NC01014,10
NSE:FINPIPE-EQ,Finolex Industries Limited,EQ,08-FEB-1995,2,1,INE183A01024,2
NSE:FIRSTCRY-EQ,Brainbees Solutions Limited,EQ,13-AUG-2024,2,1,INE02RE01045,2
NSE:FISCHER-EQ,Fischer Medical Ventures Limited,EQ,10-JUL-2025,10,1,INE771F01025,10
NSE:FIVESTAR-EQ,Five-Star Business Finance Limited,EQ,21-NOV-2022,1,1,INE128S01021,1
NSE:FLAIR-EQ,Flair Writing Industries Limited,EQ,01-DEC-2023,5,1,INE00Y201027,5
NSE:FLEXITUFF-EQ,Flexituff Ventures International Limited,EQ,19-OCT-2011,10,1,INE060J01017,10
NSE:FLUOROCHEM-EQ,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,INE09N301011,1
NSE:FMGOETZE-EQ,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10
NSE:FMNL-EQ,Future Market Networks Limited,EQ,31-DEC-2010,10,1,INE360L01017,10
NSE:FOCUS-EQ,Focus Lighting and Fixtures Limited,BE,24-NOV-2021,2,1,INE593W01028,2
NSE:FOODSIN-EQ,Foods & Inns Limited,BE,16-NOV-2021,1,1,INE976E01023,1
NSE:FORCEMOT-EQ,FORCE MOTORS LTD,EQ,14-FEB-2024,10,1,INE451A01017,10
NSE:FORTIS-EQ,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,INE061F01013,10
NSE:FOSECOIND-EQ,Foseco India Limited,EQ,05-MAY-2003,10,1,INE519A01011,10
NSE:FSL-EQ,Firstsource Solutions Limited,EQ,22-FEB-2007,10,1,INE684F01012,10
NSE:FUSION-EQ,Fusion Finance Limited,EQ,15-NOV-2022,10,1,INE139R01012,10
NSE:GABRIEL-EQ,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1
NSE:GAEL-EQ,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,INE036B01030,1
NSE:GAIL-EQ,GAIL (India) Limited,EQ,02-APR-1997,10,1,INE129A01019,10
NSE:GALAPREC-EQ,Gala Precision Engineering Limited,EQ,09-SEP-2024,10,1,INE0RE001014,10
NSE:GALAXYSURF-EQ,Galaxy Surfactants Limited,EQ,08-FEB-2018,10,1,INE600K01018,10
NSE:GALLANTT-EQ,Gallantt Ispat Limited,EQ,04-APR-2006,10,1,INE297H01019,10
NSE:GANDHAR-EQ,Gandhar Oil Refinery (India) Limited,EQ,30-NOV-2023,2,1,INE717W01049,2
NSE:GANDHITUBE-EQ,Gandhi Special Tubes Limited,EQ,31-JAN-2007,5,1,INE524B01027,5
NSE:GANECOS-EQ,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10
NSE:GANESHBE-EQ,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1,1,INE388A01029,1
NSE:GANESHHOUC-EQ,Ganesh Housing Corporation Limited,EQ,02-MAR-2007,10,1,INE460C01014,10
NSE:GANGAFORGE-EQ,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1
NSE:GANGESSECU-EQ,Ganges Securities Limited,EQ,28-JUL-2017,10,1,INE335W01016,10
NSE:GARFIBRES-EQ,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10
NSE:GARUDA-EQ,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5
NSE:GATECH-EQ,GACM Technologies Limited,BE,25-JUL-2016,1,1,INE224E01028,1
NSE:GATECHDVR-EQ,GACM Technologies Limited,BE,10-OCT-2017,1,1,INE224E01036,1
NSE:GATEWAY-EQ,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10
NSE:GAYAHWS-EQ,Gayatri Highways Limited,BE,28-JUN-2018,2,1,INE287Z01012,2
NSE:GAYAPROJ-EQ,Gayatri Projects Limited,BZ,22-AUG-2011,2,1,INE336H01023,2
NSE:GEECEE-EQ,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10
NSE:GEEKAYWIRE-EQ,Geekay Wires Limited,EQ,06-MAR-2020,2,1,INE669X01024,2
NSE:GENCON-EQ,Generic Engineering Construction and Projects Limited,BE,16-FEB-2021,5,1,INE854S01022,5
NSE:GENESYS-EQ,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5
NSE:GENUSPAPER-EQ,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1
NSE:GENUSPOWER-EQ,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1
NSE:GEOJITFSL-EQ,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1
NSE:GEPIL-EQ,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10
NSE:GESHIP-EQ,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10
NSE:GFLLIMITED-EQ,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1
NSE:GHCL-EQ,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10
NSE:GHCLTEXTIL-EQ,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2
NSE:GICHSGFIN-EQ,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10
NSE:GICRE-EQ,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5
NSE:GILLANDERS-EQ,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,INE047B01011,10
NSE:GILLETTE-EQ,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10
NSE:GINNIFILA-EQ,Ginni Filaments Limited,BE,10-MAY-1995,10,1,INE424C01010,10
NSE:GIPCL-EQ,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10
NSE:GKWLIMITED-EQ,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10
NSE:GLAND-EQ,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1
NSE:GLAXO-EQ,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10
NSE:GLENMARK-EQ,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1
NSE:GLFL-EQ,Gujarat Lease Financing Limited,BE,08-FEB-1995,10,1,INE540A01017,10
NSE:GLOBAL-EQ,Global Education Limited,BE,07-DEC-2020,2,1,INE291W01037,2
NSE:GLOBALE-EQ,Globale Tessile Limited,EQ,27-AUG-2024,10,1,INE0URU01010,10
NSE:GLOBALVECT-EQ,Global Vectra Helicorp Limited,EQ,27-OCT-2006,10,1,INE792H01019,10
NSE:GLOBE-EQ,Globe Textiles (India) Limited,EQ,07-OCT-2020,2,1,INE581X01021,2
NSE:GLOBECIVIL-EQ,Globe Civil Projects Limited,EQ,01-JUL-2025,10,1,INE0V3U01015,10
NSE:GLOBUSSPR-EQ,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10
NSE:GLOSTERLTD-EQ,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10
NSE:GMBREW-EQ,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10
NSE:GMDCLTD-EQ,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2
NSE:GMMPFAUDLR-EQ,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2
NSE:GMRAIRPORT-EQ,GMR AIRPORTS LIMITED,EQ,21-AUG-2006,1,1,INE776C01039,1
NSE:GMRP&UI-EQ,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5
NSE:GNA-EQ,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10
NSE:GNFC-EQ,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10
NSE:GOACARBON-EQ,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10
NSE:GOCLCORP-EQ,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2
NSE:GOCOLORS-EQ,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10
NSE:GODAVARIB-EQ,Godavari Biorefineries Limited,BE,30-OCT-2024,10,1,INE497S01012,10
NSE:GODFRYPHLP-EQ,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2
NSE:GODHA-EQ,Godha Cabcon & Insulation Limited,BE,24-DEC-2020,1,1,INE925Y01036,1
NSE:GODIGIT-EQ,Go Digit General Insurance Limited,EQ,23-MAY-2024,10,1,INE03JT01014,10
NSE:GODREJAGRO-EQ,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10
NSE:GODREJCP-EQ,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1
NSE:GODREJIND-EQ,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1
NSE:GODREJPROP-EQ,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5
NSE:GOENKA-EQ,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1
NSE:GOKEX-EQ,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5
NSE:GOKUL-EQ,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2
NSE:GOKULAGRO-EQ,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2
NSE:GOLDENTOBC-EQ,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10
NSE:GOLDIAM-EQ,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2
NSE:GOLDTECH-EQ,AION-TECH SOLUTIONS LIMITED,EQ,11-APR-2001,10,1,INE805A01014,10
NSE:GOODLUCK-EQ,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2
NSE:GOPAL-EQ,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1
NSE:GOYALALUM-EQ,Goyal Aluminiums Limited,EQ,04-NOV-2022,1,1,INE705X01026,1
NSE:GPIL-EQ,Godawari Power And Ispat limited,EQ,25-APR-2006,1,1,INE177H01039,1
NSE:GPPL-EQ,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10
NSE:GPTHEALTH-EQ,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10
NSE:GPTINFRA-EQ,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10
NSE:GRANULES-EQ,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1
NSE:GRAPHITE-EQ,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2
NSE:GRASIM-EQ,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2
NSE:GRAVITA-EQ,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2
NSE:GREAVESCOT-EQ,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2
NSE:GREENLAM-EQ,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1
NSE:GREENPANEL-EQ,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1
NSE:GREENPLY-EQ,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1
NSE:GREENPOWER-EQ,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10
NSE:GRINDWELL-EQ,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5
NSE:GRINFRA-EQ,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5
NSE:GRMOVER-EQ,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2
NSE:GROBTEA-EQ,The Grob Tea Company Limited,BE,14-JUL-2016,10,1,INE646C01018,10
NSE:GRPLTD-EQ,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10
NSE:GRSE-EQ,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10
NSE:GRWRHITECH-EQ,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10
NSE:GSFC-EQ,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2
NSE:GSLSU-EQ,Global Surfaces Limited,EQ,23-MAR-2023,10,1,INE0JSX01015,10
NSE:GSPL-EQ,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10
NSE:GSS-EQ,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10
NSE:GTECJAINX-EQ,G-TEC JAINX EDUCATION LIMITED,BE,13-NOV-2020,10,1,INE586X01012,10
NSE:GTL-EQ,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10
NSE:GTLINFRA-EQ,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10
NSE:GTPL-EQ,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10
NSE:GUFICBIO-EQ,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1
NSE:GUJALKALI-EQ,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10
NSE:GUJAPOLLO-EQ,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10
NSE:GUJGASLTD-EQ,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2
NSE:GUJRAFFIA-EQ,Gujarat Raffia Industries Limited,EQ,09-OCT-1996,10,100,INE610B01024,10
NSE:GUJTHEM-EQ,Gujarat Themis Biosyn Limited,EQ,25-FEB-2025,1,1,INE942C01045,1
NSE:GULFOILLUB-EQ,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2
NSE:GULFPETRO-EQ,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
NSE:GULPOLY-EQ,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1
NSE:GVKPIL-EQ,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1
NSE:GVPTECH-EQ,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2
NSE:GVT&D-EQ,GE Vernova T&D India Limited,EQ,30-JUN-2008,2,1,INE200A01026,2
NSE:HAL-EQ,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5
NSE:HAPPSTMNDS-EQ,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2
NSE:HAPPYFORGE-EQ,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2
NSE:HARDWYN-EQ,Hardwyn India Limited,EQ,12-APR-2022,1,1,INE626Z01029,1
NSE:HARIOMPIPE-EQ,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10
NSE:HARRMALAYA-EQ,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10
NSE:HARSHA-EQ,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10
NSE:HATHWAY-EQ,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2
NSE:HATSUN-EQ,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1
NSE:HAVELLS-EQ,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1
NSE:HAVISHA-EQ,Sri Havisha Hospitality and Infrastructure Limited,BE,16-FEB-2000,2,1,INE293B01029,2
NSE:HBLENGINE-EQ,HBL Engineering Limited,EQ,04-JAN-2007,1,1,INE292B01021,1
NSE:HBSL-EQ,HB Stockholdings Limited,BE,23-JUL-2018,10,1,INE550B01022,10
NSE:HCC-EQ,Hindustan Construction Company Limited,BE,01-APR-2003,1,1,INE549A01026,1
NSE:HCG-EQ,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10
NSE:HCL-INSYS-EQ,HCL Infosystems Limited,BE,01-JAN-1997,2,1,INE236A01020,2
NSE:HCLTECH-EQ,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2
NSE:HDBFS-EQ,HDB Financial Services Limited,EQ,02-JUL-2025,10,1,INE756I01012,10
NSE:HDFCAMC-EQ,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5
NSE:HDFCBANK-EQ,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1
NSE:HDFCLIFE-EQ,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10
NSE:HDIL-EQ,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10
NSE:HEADSUP-EQ,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10
NSE:HECPROJECT-EQ,HEC Infra Projects Limited,BE,30-DEC-2021,10,1,INE558R01013,10
NSE:HEG-EQ,HEG Limited,EQ,10-MAY-1995,2,1,INE545A01024,2
